<<<<<<< HEAD
_id,ADDRESS_INFO,NAME,CATEGORY,PHONE,EMAIL,WEBSITE,GEOID,RECEIVED_DATE,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,WARD,WARD_2003,WARD_2021,MI_PRINX,ATTRACTION,MAP_ACCESS,geometry,Latitude,Longitude,area
146,,TIFF Bell Lightbox,Landmark,416-599-2033,,https://www.tiff.net/,14659357.0,,14659357.0,350,King St W,350 King St W,M5V 3X5,former Toronto,Toronto,,104008.0,10458506.0,350.0,,,,3780.0,Spadina-Fort York,20.0,10.0,1604772.0,"The TIFF Bell Lightbox is the home of the Toronto International Film Festival and a year-round destination for unique screenings, themed festivals, and exhibitions. It also houses two restaurants.",Y,"{""coordinates"": [[-79.3905, 43.64654]], ""type"": ""MultiPoint""}",43.64654,-79.3905,other,0.85
147,,Todmorden Mills Heritage Site,Landmark,416-396-2819,,https://www.toronto.ca/explore-enjoy/history-art-culture/museums/todmorden-mills/,10833995.0,,10833995.0,67,Pottery Rd,67 Pottery Rd,M4K 2B9,East York,Toronto,Todmorden Mills Park,107008.0,10833994.0,67.0,,,,293.0,Toronto-Danforth,29.0,14.0,4138865.0,Todmorden Mills Heritage Site is situated within the Don Valley and is located beside a 9.2 hectare wildflower preserve. It features historic buildings such as the Brewery building and the Papermill theatre and gallery.,Y,"{""coordinates"": [[-79.36024, 43.68647]], ""type"": ""MultiPoint""}",43.68647,-79.36024,other,0.85
148,,Tommy Thompson Park,Nature/ Park,416-661-6600,,https://tommythompsonpark.ca/,13366891.0,,13366891.0,1,Leslie St,1 Leslie St,M4M 3M2,former Toronto,Toronto,,106001.0,13366892.0,1.0,,,,225.0,Toronto-Danforth,32.0,14.0,3029400.0,"This narrow peninsula park is a perfect place for hiking, jogging, cycling and birdwatching, with 10km of paved trails.",Y,"{""coordinates"": [[-79.32487, 43.63519]], ""type"": ""MultiPoint""}",43.63519,-79.32487,other,0.85
149,,Toronto Botanical Gardens and Edwards Gardens,Nature/ Park,416-397-1341,,https://torontobotanicalgarden.ca/,20015330.0,,20015330.0,777,Lawrence Ave E,777 Lawrence Ave E,M3C 1P2,North York,Toronto,Edwards Gardens (Civic Garden Centre),106001.0,11541583.0,777.0,,,,3828.0,Don Valley West,25.0,15.0,2803401.0,"Located at the stunning Edwards Gardens, Toronto Botanical Garden features award-winning themed gardens and an indoor education/interpretation facility.",Y,"{""coordinates"": [[-79.35817, 43.73415]], ""type"": ""MultiPoint""}",43.73415,-79.35817,other,0.85
150,,Toronto City Hall and Nathan Phillips Square,Landmark,416-392-2489,,https://www.toronto.ca/services-payments/venues-facilities-bookings/booking-city-facilities/city-hall/,856375.0,,856375.0,100,Queen St W,100 Queen St W,M5H 2N1,former Toronto,Toronto,,104001.0,1145216.0,100.0,,,,4238.0,Spadina-Fort York,27.0,10.0,3838404.0,"Toronto's City Hall is one of Toronto's best known and visited landmarks. Nathan Phillips Square located directly in front of City Hall, is the site of  the iconic Toronto sign, concerts, farmers' markets, and iconic events.",Y,"{""coordinates"": [[-79.38369, 43.65303]], ""type"": ""MultiPoint""}",43.65303,-79.38369,downtown,1.0
151,,Toronto Congress Centre,Convention & Trade Centres,416-245-5000,,https://www.torontocongresscentre.com/,11047976.0,,11047976.0,650,Dixon Rd,650 Dixon Rd,M9W 1J1,Etobicoke,Toronto,,115001.0,11047975.0,650.0,,,,1470.0,Etobicoke North,2.0,1.0,2028111.0,"The Toronto Congress Centre opened in 1995 and now features over 1 million square feet of space for galas, meetings, trade shows and conventions,",Y,"{""coordinates"": [[-79.57834, 43.69238]], ""type"": ""MultiPoint""}",43.69238,-79.57834,other,0.85
152,Approximate address - Located on Toronto Island - take ferry from Jack Layton Ferry Terminal to Centre Island,Toronto Island Park,Nature/ Park,416-392-2489,,https://www.toronto.ca/explore-enjoy/parks-gardens-beaches/toronto-island-park/,14258203.0,,14258203.0,1,Centre Island Pk,1 Centre Island Pk,,former Toronto,Toronto,,106001.0,1147832.0,1.0,,,,17507.0,Spadina-Fort York,28.0,10.0,4061641.0,"The Toronto Island Park is North America's largest car free neighbourhood and is only a short ferry ride away from downtown Toronto. The park is features several attractions, beaches, restaurants, bike and boat rentals and plenty of open green space.",Y,"{""coordinates"": [[-79.37469, 43.62256]], ""type"": ""MultiPoint""}",43.62256,-79.37469,other,0.85
153,,Toronto Metropolitan University Theatre (formerly known as Ryerson Theatre),Performing Arts,416-979-5009,,https://www.torontomu.ca/performance/,7641981.0,,7641981.0,43,Gerrard St E,43 Gerrard St E,M5G 2A7,former Toronto,Toronto,,115001.0,7642005.0,43.0,,,,3495.0,Toronto Centre,27.0,13.0,3091475.0,"Ryerson Theatre is home to various productions which includes concerts, film presentations, and Ryerson Theatre and Fashion Schools productions.",N,"{""coordinates"": [[-79.37993, 43.65929]], ""type"": ""MultiPoint""}",43.65929,-79.37993,other,0.65
154,,Toronto Music Garden,Nature/ Park,416-973-4000,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1707&title=Toronto-Music-Garden,13971630.0,,13971630.0,479,Queens Quay W,479 Queens Quay W,M5V 3M8,former Toronto,Toronto,,106001.0,14130670.0,479.0,,,,4244.0,Spadina-Fort York,20.0,10.0,4156403.0,The Toronto Music Garden is situated on Toronto's newly revamped waterfront. The garden was designed by landscape designer Julie Moir Messervy and by the cellist Yo Yo Ma.,Y,"{""coordinates"": [[-79.3943, 43.63694]], ""type"": ""MultiPoint""}",43.63694,-79.3943,harbourfront,1.0
155,,Toronto Pearson International Airport,Transportation,416-247-7678,,https://www.torontopearson.com/en,,,,6301,Silver Dart Dr,6301 Silver Dart Dr,L5P 1B2,,Mississauga,,,,,,,,,,,,,Canadas busiest airport with flights to over 180 destinations around the globe.,Y,"{""coordinates"": [[-79.6285, 43.67983]], ""type"": ""MultiPoint""}",43.67983,-79.6285,other,0.85
156,,Toronto Police Museum & Discovery Centre,Museum,416-808-7020,,https://www.tps.ca/museum/,7762664.0,,7762664.0,40,College St,40 College St,M5G 2J3,former Toronto,Toronto,Toronto Police Service Hq,103003.0,14020372.0,40.0,,,,9765.0,Toronto Centre,27.0,13.0,2561688.0,"The Toronto Police Museum & Discovery Centre occupies 3,000 square feet within the Police Headquarters building on College Street. The museum solely relies on private donations and is a not for profit registered charity.",N,"{""coordinates"": [[-79.38482, 43.66122]], ""type"": ""MultiPoint""}",43.66122,-79.38482,other,0.65
157,,Toronto Railway Museum,Museum,416- 214-9229,,https://torontorailwaymuseum.com/,30022193.0,,14172191.0,255,Bremner Blvd,255 Bremner Blvd,M5V 3M9,former Toronto,Toronto,Roundhouse Park,115001.0,13975104.0,255.0,,,,11078.0,Spadina-Fort York,20.0,10.0,3836923.0,"The Toronto Railway Museum encompasses the Canadian Pacific Railway John Street Roundhouse at Roundhouse Park and features a restored turntable, a number of trains and the 1896 Canadian Pacific Don Station.",Y,"{""coordinates"": [[-79.38595, 43.64071]], ""type"": ""MultiPoint""}",43.64071,-79.38595,harbourfront,1.0
158,,Toronto Reference Library,Landmark,416-395-5577,,https://www.torontopubliclibrary.ca/torontoreferencelibrary/,8677433.0,,8677433.0,789,Yonge St,789 Yonge St,M4W 2G8,former Toronto,Toronto,Toronto Reference Public Library,107009.0,8677431.0,789.0,,,,4733.0,University-Rosedale,27.0,11.0,3006667.0,The Toronto Reference Library is situated in a 5 storey building within the Yorkville neighbourhood. It is the largest public reference library in Canada.,N,"{""coordinates"": [[-79.38682, 43.67179]], ""type"": ""MultiPoint""}",43.67179,-79.38682,bloor,0.95
159,,Toronto Sculpture Garden,Featured Park,647-458-5657,,https://www.toronto.ca/explore-enjoy/history-art-culture/public-art/public-art-monuments-collection/comp-sculpture-garden/,8344741.0,,8344741.0,115,King St E,115 King St E,M5C 1G6,former Toronto,Toronto,"Toronto Sculpture Garden,Church - King Parkette",115001.0,30097820.0,115.0,,,,3779.0,Toronto Centre,28.0,13.0,4238726.0,Since 1981 this small urban park has featured contemporary sculpture installations by various artists.,N,"{""coordinates"": [[-79.37366, 43.64984]], ""type"": ""MultiPoint""}",43.64984,-79.37366,waterfront,0.95
160,(by the Skywalk),Toronto Tourist Information Centre,Visitor Information,416-392-9300,,https://www.toronto.ca/explore-enjoy/visitor-services/tourist-information-centres/,10864313.0,,10864313.0,65,Front St W,65 Front St W,M5J 1E6,former Toronto,Toronto,,115001.0,10864309.0,65.0,,,,3472.0,Spadina-Fort York,28.0,10.0,2350095.0,"The Toronto Tourist Information Centre provides travel advice and information to all its customers. Services include free Wi-Fi service, brochures and souvenirs. Located at the entrance to the Skywalk.",Y,"{""coordinates"": [[-79.38178, 43.64482]], ""type"": ""MultiPoint""}",43.64482,-79.38178,downtown,1.0
161,,Toronto Zoo,Attraction,416-392-5900,,https://www.torontozoo.com/,6349687.0,,6349687.0,2000,Meadowvale Rd,2000 Meadowvale Rd,M1B 5W8,Scarborough,Toronto,,106001.0,6349684.0,2000.0,,,,8470.0,Scarborough-Rouge Park,42.0,25.0,2128998.0,"The Toronto Zoo is one of the largest zoos in the world at 287 hectares (710 acres) and is known for interactive education and conservation activities. It is currently home to 2 giant pandas, and more than 5,000 animals representing over 500 species.",Y,"{""coordinates"": [[-79.18229, 43.82034]], ""type"": ""MultiPoint""}",43.82034,-79.18229,other,0.85
162,,Toronto's First Post Office,Museum,416-865-1833,,http://www.townofyork.com/,14194698.0,,14194698.0,260,Adelaide St E,260 Adelaide St E,M5A 1N1,former Toronto,Toronto,,104008.0,8353507.0,260.0,,,,2851.0,Toronto Centre,28.0,13.0,2932547.0,Toronto's First Post Office acts as a museum but also continues to operate as a full service Canada Post office. Admission to the museum is by donation.,Y,"{""coordinates"": [[-79.3704, 43.6519]], ""type"": ""MultiPoint""}",43.6519,-79.3704,other,0.85
163,,Travellers' Aid Society of Toronto,Visitor Information,416-366-7788,,https://www.travelersaid.org/blog/tai-members/travellers-aid-toronto/,10864313.0,,10864313.0,65,Front St W,65 Front St W,M5J 1E6,former Toronto,Toronto,,115001.0,10864309.0,65.0,,,,3472.0,Spadina-Fort York,28.0,10.0,2350095.0,Travellers' Aid Society of Toronto operates two desks; one at Pearson International Airport and the other within Union Station's grand hall. They offer free services to the general travelling public.,Y,"{""coordinates"": [[-79.38061, 43.64522]], ""type"": ""MultiPoint""}",43.64522,-79.38061,downtown,1.0
164,,Trinity Square,Landmark,416-392-2489,,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=238,,,,19,Trinity Sq,19 Trinity Sq,M5G 1B1,former Toronto,Toronto,,,,,,,,,Toronto Centre,27.0,13.0,,"Located in between the Toronto Eaton Centre and Old City Hall, the park features a fountain, ornamental pond, a labryrinth and seating; the park is a hotspot for music and events.",,"{""coordinates"": [[-79.38162, 43.6547]], ""type"": ""MultiPoint""}",43.6547,-79.38162,downtown,0.95
165,,Ukrainian Museum of Canada,Museum,416-923-9861,,http://umcontario.com/,870140.0,,870140.0,620,Spadina Ave,620 Spadina Ave,M5S 2H4,former Toronto,Toronto,,102008.0,1143508.0,620.0,,,,4426.0,University-Rosedale,20.0,11.0,1870749.0,"The Ukrainian Museum of Canada features over 4,000 artifacts. These artifacts include prints, coins, maps jewellery, textiles and historic costumes.",N,"{""coordinates"": [[-79.4021, 43.66198]], ""type"": ""MultiPoint""}",43.66198,-79.4021,other,0.65
166,,Union Station,Transportation,416-392-2489,,https://torontounion.ca/,10864313.0,,10864313.0,65,Front St W,65 Front St W,M5J 1E6,former Toronto,Toronto,,115001.0,10864309.0,65.0,,,,3472.0,Spadina-Fort York,28.0,10.0,2350095.0,"Union Station is the busiest transportation hub in all of Canada. It serves more than 250,000 passengers daily. Via Rail, the TTC, Go Transit and Amtrak all operate out of the station",Y,"{""coordinates"": [[-79.38042, 43.64532]], ""type"": ""MultiPoint""}",43.64532,-79.38042,downtown,1.0
167,,Union Station Bus Terminal,Transportation,416-874-5900,,https://www.gotransit.com/en/find-a-station/un/un-new-union-station-bus-terminal-usbt-at-cibc-square,,,,81,Bay,81 Bay St,M5E 1Z8,former Toronto,Toronto,,,,,,,,,Spadina-Fort York,28.0,10.0,,The bus terminal is the intercity transportation hub in Toronto.,,"{""coordinates"": [[-79.37752, 43.64401]], ""type"": ""MultiPoint""}",43.64401,-79.37752,downtown,0.95
168,,Village at Black Creek (Black Creek Pioneer Village),Museum,416-736-1733,,https://blackcreek.ca/,544620.0,,544620.0,1000,Murray Ross Pkwy,1000 Murray Ross Pkwy,M3J 2P3,North York,Toronto,,107008.0,30091481.0,1000.0,,,,6264.0,Humber River-Black Creek,8.0,7.0,4190714.0,"Become immersed in the lifestyles, customs, and surroundings of early residents who built the foundations for modern Toronto and Ontario at this 30-acre site.",Y,"{""coordinates"": [[-79.51507, 43.7726]], ""type"": ""MultiPoint""}",43.7726,-79.51507,other,0.85
169,,Village of Yorkville Park,Nature/ Park,416-338-4386,,https://www.bloor-yorkville.com/village-yorkville-park-green-space-gem/,9544521.0,,9544521.0,115,Cumberland St,115 Cumberland St,M5R 1A6,former Toronto,Toronto,,115001.0,30074461.0,115.0,,,,3247.0,University-Rosedale,27.0,11.0,4089089.0,"The Village of Yorkville Park was built on the site of a former parking lot, in the heart of the Bloor Yorkville neighbourhood. The main focal point of the park is the rock which weighs 650 tonnes and is approximately 1 billion years old.",Y,"{""coordinates"": [[-79.39168, 43.67002]], ""type"": ""MultiPoint""}",43.67002,-79.39168,bloor,1.0
170,Approximate address - Located on Toronto Island - take ferry from 9 Queen's Quay West to Ward's Island,Ward's Island Beach,Nature/ Park,416-396-7378,,http://app.toronto.ca/tpha/beach/6.html,3814227.0,,3814227.0,40,Lakeshore Ave,40 Lakeshore Ave,M5J 1X8,former Toronto,Toronto,,100001.0,3814229.0,40.0,,,,3802.0,Spadina-Fort York,28.0,10.0,4162701.0,"Ward's Island beach is located on the most Eastern part of the Toronto Islands. It features a residential neighbourhood, 2 restaurants, a beach and boardwalk.",Y,"{""coordinates"": [[-79.35224, 43.63002]], ""type"": ""MultiPoint""}",43.63002,-79.35224,other,0.85
171,,Winchester Street Theatre,Performing Arts,,,https://ttdf.ca/,883562.0,,883562.0,80,Winchester St,80 Winchester St,M4X 1B2,former Toronto,Toronto,,112001.0,1142715.0,80.0,,,,4697.0,Toronto Centre,28.0,13.0,1907712.0,The Winchester Street Theatre is owned and jointly operated by the Toronto Dance Theatre and the School of Toronto Dance Theatre. The venue features rake seating and a stage that best showcases dance performances.,N,"{""coordinates"": [[-79.36711, 43.66635]], ""type"": ""MultiPoint""}",43.66635,-79.36711,other,0.65
172,,Woodbine Beach,Nature/ Park,416-396-7378,,https://www.toronto.ca/data/parks/prd/facilities/complex/311/index.html,7650406.0,,7650406.0,1675,Lake Shore Blvd E,1675 Lake Shore Blvd E,M4L 3W6,former Toronto,Toronto,Woodbine Beach Park,106001.0,13973014.0,1675.0,,,,3803.0,Beaches-East York,32.0,19.0,4149245.0,Woodbine Beach is one of the city's main beaches. The park is located over 15.2 hectares.  Features include the Martin Goodman Trail and the Donald D. Summerville Outdoor Olympic Pool.,Y,"{""coordinates"": [[-79.30709, 43.66181]], ""type"": ""MultiPoint""}",43.66181,-79.30709,other,0.85
173,,Woodbine Racetracks,Attraction,416-675-7223,,https://woodbine.com/,1027360.0,,1027360.0,555,Rexdale Blvd,555 Rexdale Blvd,M9W 7G3,Etobicoke,Toronto,,106005.0,907820.0,555.0,,,,2361.0,Etobicoke North,2.0,1.0,1492665.0,Offers both Standardbred and Thoroughbred racing and hosts many prominent events (including the Queens Plate)throughout the year.,Y,"{""coordinates"": [[-79.60412, 43.71446]], ""type"": ""MultiPoint""}",43.71446,-79.60412,other,0.85
174,,Woodbine Shopping Centre and Fantasy Fair,Attraction,437-880-8448,,http://www.fantasyfair.ca/,1027357.0,,1027357.0,500,Rexdale Blvd,500 Rexdale Blvd,M9W 6K5,Etobicoke,Toronto,,107003.0,907873.0,500.0,,,,2361.0,Etobicoke North,2.0,1.0,1791913.0,The Woodbine Shopping Centre is located in the north western part of the city; close to Pearson Airport and Woodbine Racetrack. Fantasy Fair located within the mall is an indoor amusement park for children.  In 2015 it celebrates 30 years.,Y,"{""coordinates"": [[-79.60003, 43.72067]], ""type"": ""MultiPoint""}",43.72067,-79.60003,other,0.85
175,,Yorkdale Shopping Centre,Landmark,416-789-3261,,https://yorkdale.com/,509769.0,,509769.0,3401,Dufferin St,3401 Dufferin St,M6A 2T9,North York,Toronto,,107003.0,444365.0,3401.0,,,,557.0,Eglinton-Lawrence,15.0,8.0,3035044.0,An upscale shopping centre in the northern part of Toronto.,Y,"{""coordinates"": [[-79.45217, 43.72543]], ""type"": ""MultiPoint""}",43.72543,-79.45217,other,0.85
176,,Young Centre for the Performing Arts,Performing Arts,416-866-8666,,https://www.youngcentre.ca/,30032214.0,,30032214.0,50,Tank House Lane,50 Tank House Lane,M5A 3C4,former Toronto,Toronto,,115001.0,30029446.0,50.0,,,,19560.0,Spadina-Fort York,28.0,10.0,3339458.0,"Opened in 2006 the Young Centre for the Performing Arts has seen more than 250,000 people attend its performances. The theatre is located within the Distillery Historic District.",Y,"{""coordinates"": [[-79.35767, 43.65093]], ""type"": ""MultiPoint""}",43.65093,-79.35767,distillery,0.85
177,,Young People's Theatre,Performing Arts,416-862-2222,,https://www.youngpeoplestheatre.org/,8351482.0,,8351482.0,165,Front St E,165 Front St E,M5A 3Z4,former Toronto,Toronto,,115001.0,8351480.0,165.0,,,,3471.0,Toronto Centre,28.0,13.0,2731772.0,The Young People Theatre is a part of the Soulpepper theatre company located within the Distillery Historic District.,Y,"{""coordinates"": [[-79.36882, 43.65006]], ""type"": ""MultiPoint""}",43.65006,-79.36882,waterfront,1.0
178,,Yuk Yuk's,Performing Arts,416-967-6431,,https://www.yukyuks.com/,7929614.0,,7929614.0,224,Richmond St W,224 Richmond St W,M5V 1V6,former Toronto,Toronto,,104008.0,14025348.0,224.0,,,,4277.0,Spadina-Fort York,20.0,10.0,2103957.0,Yuk Yuk's was established as a comedy club by Mark Breslin in 1976. It is located within Toronto's entertainment district and features various comedians doing their stand up routines.,Y,"{""coordinates"": [[-79.38831, 43.6498]], ""type"": ""MultiPoint""}",43.6498,-79.38831,downtown,1.0
>>>>>>> cursor/add-and-sort-map-pins-by-neighborhood-d86f
